STEMMA1,STEMMA1,STEMMA2,STEMMA2,STEMMA3,STEMMA3,SCD30,SCD30,SCD30,BMP388,BMP388,ME2,INA260,INA260,INA260,system clock
failed,failed,failed,failed,500.0440269964591,29.912337089768165,failed,failed,failed,1013.0019821699555,25.075086942706527,19.44690432135459,12.795445105938924,1000.0470094525846,12796.04661280893,1782093578.66
299.81353245528317,20.376854455616375,failed,failed,500.05504717814205,30.01306430087845,failed,failed,failed,1013.00327511997,25.03377193908021,19.481967795467096,12.799791518451874,999.9633115574773,12799.321914036447,1782093578.73
failed,failed,400.01821777597365,24.634942833856336,500.0169697311287,29.966995678757982,399.95353627288165,40.09681134051738,24.95011186017081,1013.0329233163352,25.00113885287075,19.578103564315118,12.801565390895892,1000.0033969033246,12801.608876575929,1782093578.8
failed,failed,failed,failed,500.0572191647392,29.650149784889155,399.9773537743787,39.948163776078715,25.022379419008665,1012.9063456206263,24.964412418322095,19.501043131304115,12.802754727274289,1000.0054788450743,12802.824871583964,1782093578.87
299.9296807924473,20.075885911247767,failed,failed,499.9444590010167,29.608791548115136,399.9958910598096,40.08120889283167,25.04871496512304,1012.9331817183797,24.90409470544947,19.458939800356394,failed,failed,failed,1782093578.94
300.0261700442777,20.12116828781347,399.9275611413482,25.25328000717958,failed,failed,400.0919067075759,40.04469474167633,24.9814158638718,failed,failed,19.590989817743107,failed,failed,failed,1782093579.01
300.2588579612362,19.9821856351987,400.00120865935634,24.632579616690382,failed,failed,425.0464140025617,40.07610918732767,25.073743302579448,failed,failed,failed,failed,failed,failed,1782093579.24
299.965845489848,20.439353719844714,400.02303414362416,24.635836549492705,499.90019705356826,29.649280346448382,500.28983205349806,40.088701247455184,24.982710591758803,1012.9132175873061,25.01697003204373,19.40380253736847,12.800747923094727,2001.524413386047,25621.009477674834,1782093579.31
300.02893693822745,20.42954406859652,400.0682658103884,24.601030841808157,499.9481812711288,29.871772894173002,568.3174738620306,40.00227864946885,25.043146583308438,1012.9886168215404,24.99918328143483,19.580768743217515,12.801872256225066,2001.5280352229815,25623.30622417775,1782093579.38
300.42773768267966,19.78709263718931,399.97332339734623,24.886776730137083,499.9862552778618,29.74732822955413,650.0393173184234,39.94609681174747,24.99721768361792,failed,failed,19.431850276554943,failed,failed,failed,1782093579.46
300.4515878410525,19.951848059061575,399.9268675075552,24.51724022408043,500.0674154682906,30.441945785545233,722.93227215784,39.93012709635559,24.940833535008203,failed,failed,19.576383085689326,failed,failed,failed,1782093579.54
300.4479362245086,19.52399756075265,400.08372584792266,24.547082218963205,499.99442103312947,29.922817077046087,804.2245760669997,39.90198323663417,25.02235475322409,1012.9465017711018,25.066682372251233,19.49279746843303,failed,failed,failed,1782093579.61
299.9752160138704,19.6299080482017,400.0441320074762,25.343047591109663,500.06028414297265,29.80160771668149,885.6486189232584,39.94077667285918,24.952147466051123,1013.0141398790227,24.98894891995847,19.547121175625556,12.795550626558864,2001.5970988560957,25611.53701238652,1782093579.69
failed,failed,400.04706023102466,25.498781877956898,499.99041152611954,30.26371461796438,966.8270643753148,40.08042906999914,24.997484660515944,1013.0736654137602,24.97600192430781,failed,12.798082583776186,2001.6536811575106,25617.329115573426,1782093579.78
